85.343639;0.348717;
88.367420;0.348717;
99.665495;0.000000;
106.148993;-0.018850;
106.169270;-0.018850;
106.189557;-0.018850;
106.209817;-0.018850;
106.230090;-0.018850;
106.250382;-0.018850;
106.270653;-0.018850;
106.290928;-0.018850;
106.311191;-0.018850;
106.331446;-0.018850;
106.351724;-0.018850;
106.372019;-0.018850;
106.392337;-0.018850;
106.412615;-0.018850;
106.422777;0.574911;
106.432907;0.574911;
106.443117;0.574911;
106.453410;0.574911;
106.473767;0.574911;
106.494077;0.574911;
106.514436;0.574911;
106.534775;0.574911;
106.555142;0.574911;
106.575537;0.574911;
106.595881;0.557633;
106.616278;0.557633;
106.636535;0.557633;
106.656768;0.557633;
106.677097;0.540354;
106.697471;0.540354;
106.717785;0.540354;
106.738140;0.523075;
106.758475;0.523075;
106.778792;0.523075;
106.799080;0.505796;
106.819455;0.505796;
106.839747;0.505796;
106.860024;0.488518;
106.880327;0.488518;
106.900610;0.471239;
106.910860;0.471239;
106.921074;0.471239;
106.931259;0.471239;
106.941444;0.452389;
106.961777;0.452389;
106.982044;0.435111;
107.002379;0.435111;
107.022621;0.417832;
107.042850;0.417832;
107.063113;0.417832;
107.083459;0.400553;
107.103798;0.400553;
107.124179;0.383274;
107.144475;0.365996;
107.164766;0.365996;
107.185093;0.348717;
107.205471;0.348717;
107.225821;0.331438;
107.246131;0.331438;
107.266436;0.331438;
107.286715;0.314159;
107.306940;0.314159;
107.327244;0.295310;
107.347574;0.295310;
107.367815;0.278031;
107.388097;0.278031;
107.408405;0.260752;
107.418682;0.260752;
107.428997;0.260752;
107.439225;0.260752;
107.449466;0.260752;
107.469829;0.243473;
107.490156;0.243473;
107.510562;0.226195;
107.530909;0.226195;
107.551341;0.208916;
107.571776;0.208916;
107.592118;0.208916;
107.612484;0.191637;
107.632856;0.191637;
107.653125;0.191637;
107.663267;0.174358;
107.693671;0.174358;
107.714023;0.157080;
107.734327;0.157080;
107.754706;0.157080;
107.774985;0.157080;
107.795381;0.138230;
107.815704;0.138230;
107.836062;0.138230;
107.856398;0.120951;
107.876744;0.120951;
107.897066;0.120951;
107.917387;0.120951;
107.927561;0.120951;
107.937794;0.120951;
107.947971;0.120951;
107.958219;0.103673;
107.968401;0.103673;
107.988654;0.103673;
108.008916;0.103673;
108.029218;0.086394;
108.049535;0.086394;
108.069900;0.086394;
108.090222;0.086394;
108.110465;0.086394;
108.130719;0.086394;
108.150999;0.086394;
108.171315;0.069115;
108.191618;0.069115;
108.211859;0.069115;
108.232174;0.069115;
108.252557;0.069115;
108.272822;0.069115;
108.293050;0.069115;
108.313401;0.069115;
108.333718;0.069115;
108.354056;0.069115;
108.374436;0.069115;
108.394765;0.069115;
108.415167;0.069115;
108.425338;0.069115;
108.435550;0.069115;
108.445734;0.069115;
108.455912;0.069115;
108.476260;0.069115;
108.496503;0.069115;
108.516762;0.051836;
108.537070;0.051836;
108.557402;0.051836;
108.577653;0.051836;
108.597932;0.051836;
108.618212;0.051836;
108.638450;0.051836;
108.658668;0.069115;
108.678950;0.069115;
108.699238;0.069115;
108.719531;0.069115;
108.739836;0.069115;
108.760069;0.069115;
108.780278;0.069115;
108.800497;0.069115;
108.820706;0.069115;
108.840959;0.069115;
108.861268;0.069115;
108.881511;0.069115;
108.901767;0.069115;
108.911941;0.069115;
108.922083;0.069115;
108.932370;0.069115;
108.942452;0.069115;
108.962649;0.069115;
108.982899;0.069115;
109.003197;0.069115;
109.023459;0.069115;
109.043775;0.069115;
109.064112;0.069115;
109.084478;0.069115;
109.104816;0.086394;
109.125199;0.086394;
109.145545;0.086394;
109.165873;0.086394;
109.186208;0.086394;
109.206562;0.086394;
109.226887;0.086394;
109.247260;0.086394;
109.267602;0.086394;
109.287960;0.086394;
109.308371;0.086394;
109.328679;0.086394;
109.348995;0.086394;
109.369302;0.086394;
109.389527;0.086394;
109.409815;0.086394;
109.420062;0.086394;
109.430297;0.086394;
109.440553;0.086394;
109.450745;0.103673;
109.471083;0.103673;
109.491394;0.103673;
109.511683;0.103673;
109.532067;0.103673;
109.552396;0.103673;
109.572725;0.103673;
109.593025;0.103673;
109.613398;0.103673;
109.633756;0.103673;
109.654097;0.103673;
109.674440;0.103673;
109.694735;0.103673;
109.715059;0.103673;
109.735427;0.103673;
109.755761;0.103673;
109.776093;0.103673;
109.796425;0.103673;
109.816771;0.103673;
109.837206;0.103673;
109.857605;0.103673;
109.878020;0.103673;
109.898361;0.103673;
109.918708;0.103673;
109.928874;0.103673;
109.939116;0.103673;
109.949273;0.103673;
109.959432;0.103673;
109.969582;0.103673;
109.989826;0.103673;
110.010065;0.103673;
110.030378;0.103673;
110.060774;0.103673;
110.070910;0.103673;
110.091183;0.103673;
110.111451;0.103673;
110.131787;0.103673;
110.152010;0.103673;
110.172260;0.103673;
110.192492;0.103673;
110.212767;0.103673;
110.233081;0.103673;
110.253369;0.103673;
110.273647;0.103673;
110.293940;0.103673;
110.314210;0.103673;
110.344543;0.103673;
110.354773;0.103673;
110.375000;0.086394;
110.395164;0.086394;
110.415389;0.103673;
110.425519;0.103673;
110.435689;0.086394;
110.445828;0.086394;
110.456007;0.086394;
110.476403;0.086394;
110.496693;0.086394;
110.517027;0.086394;
110.537309;0.086394;
110.557560;0.086394;
110.577842;0.086394;
110.598160;0.086394;
110.618396;0.086394;
110.638759;0.086394;
110.659054;0.086394;
110.679333;0.086394;
110.699649;0.086394;
110.720004;0.086394;
110.740350;0.086394;
110.760720;0.086394;
110.781041;0.086394;
110.801359;0.086394;
110.821682;0.086394;
110.841994;0.086394;
110.862312;0.086394;
110.882702;0.086394;
110.903064;0.086394;
110.913265;0.086394;
110.923464;0.086394;
110.933692;0.086394;
110.943952;0.086394;
110.964322;0.086394;
110.984614;0.086394;
111.004978;0.086394;
111.025277;0.086394;
