t (in s);x (in m);y (in m);theta (in rad);v (in m/s);omega (in rad/s);phi (in rad);phiPoint (in rad/s);deltag (in rad);deltavmax (in rad);V (in m/s);psi (in rad);Vc (in m/s);psic (in rad);hw (in m);fg;fv;gamma;deltav (in rad);deltavmaxsimu (in rad);roll (in rad);pitch (in rad);yaw (in rad);latitude (in decimal degrees);longitude (in decimal degrees);winddir (in rad);windspeed (in m/s);heading (in rad);
56.458031;83.475025;-1.213505;-1.108751;1.121948;-0.011092;-0.201603;-0.124153;0.000000;0.000000;16.626541;1.519172;0.000000;-1.493459;0.000000;0.000000;-77.643428;0.084499;-0.300000;0.300000;-11.550975;0.000000;-153.526747;48.376676;-4.491246;182.957845;16.626541;153.526747;
56.478449;83.485237;-1.234011;-1.108977;1.121135;-0.010959;-0.204138;-0.094668;0.000000;0.000000;16.503656;1.601719;0.000000;-1.577001;0.000000;0.000000;-47.471628;0.046839;-0.300000;0.300000;-11.696219;0.000000;-153.539723;48.376676;-4.491246;178.228234;16.503656;153.539723;
56.498889;83.495448;-1.254527;-1.109201;1.121215;-0.011209;-0.206073;-0.175393;0.000000;0.000000;15.494232;1.469155;0.000000;-1.189754;-0.000000;0.000000;-88.771176;0.109924;-0.300000;0.300000;-11.807086;0.000000;-153.552557;48.376676;-4.491246;185.823617;15.494232;153.552557;
56.519314;83.505647;-1.275030;-1.109430;1.121459;-0.011516;-0.209655;-0.270610;0.000000;0.000000;15.270139;1.441273;0.000000;-1.568310;0.000000;0.000000;-96.423653;0.125019;-0.300000;0.300000;-12.012336;0.000000;-153.565674;48.376676;-4.491245;187.421150;15.270139;153.565674;
56.539737;83.515843;-1.295539;-1.109666;1.119838;-0.011019;-0.215181;-0.126684;0.000000;0.000000;16.901891;1.705503;0.000000;-1.112951;-0.000000;0.000000;-9.911842;0.008217;-0.300000;0.300000;-12.328990;0.000000;-153.579150;48.376675;-4.491245;172.281870;16.901891;153.579150;
56.560155;83.526018;-1.316016;-1.109890;1.118191;-0.010533;-0.217768;0.017400;0.000000;0.000000;16.285303;1.708394;0.000000;-1.872671;0.000000;0.000000;-8.430523;0.007218;-0.300000;0.300000;-12.477199;0.000000;-153.592041;48.376675;-4.491245;172.116222;16.285303;153.592041;
56.580574;83.536173;-1.336466;-1.110106;1.117637;-0.010533;-0.217413;0.020893;0.000000;0.000000;15.433306;1.557265;0.000000;-1.678749;0.000000;0.000000;-58.927118;0.065786;-0.300000;0.300000;-12.456843;0.000000;-153.604364;48.376675;-4.491245;180.775271;15.433306;153.604364;
56.601011;83.546327;-1.356926;-1.110321;1.116804;-0.010413;-0.216986;0.058767;0.000000;0.000000;16.409987;1.604077;0.000000;-1.480098;0.000000;0.000000;-45.873189;0.045294;-0.300000;0.300000;-12.432379;0.000000;-153.616697;48.376675;-4.491245;178.093156;16.409987;153.616697;
56.621433;83.556462;-1.377357;-1.110533;1.116135;-0.010369;-0.215786;0.074165;0.000000;0.000000;16.363274;1.582400;0.000000;-1.275923;0.000000;0.000000;-53.394950;0.054399;-0.300000;0.300000;-12.363616;0.000000;-153.628882;48.376675;-4.491245;179.335162;16.363274;153.628882;
56.641852;83.566585;-1.397776;-1.110745;1.115921;-0.010518;-0.214271;0.031866;0.000000;0.000000;16.102006;1.519557;0.000000;-1.699322;0.000000;0.000000;-74.365942;0.083326;-0.300000;0.300000;-12.276849;0.000000;-153.641013;48.376674;-4.491245;182.935779;16.102006;153.641013;
56.662277;83.576705;-1.418199;-1.110960;1.116101;-0.010826;-0.213621;-0.058137;0.000000;0.000000;16.813540;1.477662;0.000000;-1.803880;0.000000;0.000000;-92.655322;0.104481;-0.300000;0.300000;-12.239556;0.000000;-153.653322;48.376674;-4.491244;185.336193;16.813540;153.653322;
56.682690;83.586816;-1.438616;-1.111181;1.114771;-0.010479;-0.214807;0.043397;0.000000;0.000000;16.214170;1.667420;0.000000;-1.601260;0.000000;0.000000;-22.533669;0.020576;-0.300000;0.300000;-12.307552;0.000000;-153.665984;48.376674;-4.491244;174.463872;16.214170;153.665984;
56.703115;83.596916;-1.459021;-1.111395;1.114980;-0.010800;-0.213921;-0.049895;0.000000;0.000000;16.256999;1.465010;0.000000;-1.300683;-0.000000;0.000000;-93.811536;0.110963;-0.300000;0.300000;-12.256768;0.000000;-153.678246;48.376674;-4.491244;186.061114;16.256999;153.678246;
56.723484;83.606987;-1.479378;-1.111615;1.114096;-0.010641;-0.214937;-0.003296;0.000000;0.000000;15.183110;1.601101;0.000000;-1.199700;0.000000;0.000000;-43.002328;0.045995;-0.300000;0.300000;-12.314997;0.000000;-153.690850;48.376674;-4.491244;178.263683;15.183110;153.690850;
56.743898;83.617067;-1.499766;-1.111832;1.113414;-0.010575;-0.215005;0.016674;0.000000;0.000000;16.893554;1.588623;0.000000;-1.848036;0.000000;0.000000;-52.360645;0.051162;-0.300000;0.300000;-12.318853;0.000000;-153.703297;48.376674;-4.491244;178.978579;16.893554;153.703297;
56.764323;83.627142;-1.520153;-1.112048;1.112836;-0.010556;-0.214664;0.023037;0.000000;0.000000;15.064276;1.556682;0.000000;-1.522200;-0.000000;0.000000;-57.074677;0.065167;-0.300000;0.300000;-12.299340;0.000000;-153.715672;48.376673;-4.491244;180.808695;15.064276;153.715672;
56.784688;83.637177;-1.540473;-1.112263;1.111385;-0.010167;-0.214195;0.137211;0.000000;0.000000;15.406892;1.681355;0.000000;-1.394378;0.000000;0.000000;-16.327481;0.015344;-0.300000;0.300000;-12.272460;0.000000;-153.727989;48.376673;-4.491244;173.665443;15.406892;153.727989;
56.805148;83.647242;-1.560863;-1.112471;1.109978;-0.009815;-0.211387;0.239773;0.000000;0.000000;15.951562;1.676843;0.000000;-1.319148;0.000000;0.000000;-18.410860;0.016819;-0.300000;0.300000;-12.111611;0.000000;-153.739907;48.376673;-4.491243;173.923977;15.951562;153.739907;
56.825546;83.657260;-1.581168;-1.112671;1.110178;-0.010159;-0.206497;0.136181;0.000000;0.000000;16.915439;1.477349;0.000000;-1.553698;0.000000;0.000000;-92.707738;0.103740;-0.300000;0.300000;-11.831380;0.000000;-153.751379;48.376673;-4.491243;185.354134;16.915439;153.751379;
56.845954;83.667280;-1.601488;-1.112879;1.110090;-0.010364;-0.203717;0.070087;0.000000;0.000000;15.773726;1.498282;0.000000;-1.733171;0.000000;0.000000;-79.329008;0.092852;-0.300000;0.300000;-11.672145;0.000000;-153.763258;48.376673;-4.491243;184.154738;15.773726;153.763258;
56.866367;83.677298;-1.621814;-1.113090;1.110085;-0.010593;-0.202287;-0.004748;0.000000;0.000000;15.843101;1.487889;0.000000;-1.325496;0.000000;0.000000;-83.130197;0.098052;-0.300000;0.300000;-11.590171;0.000000;-153.775379;48.376672;-4.491243;184.750263;15.843101;153.775379;
56.886782;83.687312;-1.642143;-1.113307;1.108364;-0.010085;-0.202384;0.136283;0.000000;0.000000;16.970342;1.719049;0.000000;-1.213086;-0.000000;0.000000;-3.529359;0.002836;-0.300000;0.300000;-11.595725;0.000000;-153.787770;48.376672;-4.491243;171.505755;16.970342;153.787770;
56.907208;83.697312;-1.662454;-1.113513;1.107733;-0.010061;-0.199600;0.134996;0.000000;0.000000;16.611565;1.580272;0.000000;-1.300570;0.000000;0.000000;-53.895093;0.054027;-0.300000;0.300000;-11.436231;0.000000;-153.799572;48.376672;-4.491243;179.457084;16.611565;153.799572;
56.927630;83.707300;-1.682753;-1.113718;1.107547;-0.010226;-0.196843;0.076776;0.000000;0.000000;15.206701;1.503833;0.000000;-1.423403;-0.000000;0.000000;-74.394080;0.089635;-0.300000;0.300000;-11.278267;0.000000;-153.811345;48.376672;-4.491243;183.836714;15.206701;153.811345;
56.948057;83.717284;-1.703053;-1.113927;1.105943;-0.009783;-0.195275;0.195789;0.000000;0.000000;15.157001;1.702002;0.000000;-1.588262;0.000000;0.000000;-8.626276;0.007965;-0.300000;0.300000;-11.188413;0.000000;-153.823313;48.376672;-4.491243;172.482455;15.157001;153.823313;
56.968484;83.727250;-1.723328;-1.114127;1.104219;-0.009309;-0.191275;0.322726;0.000000;0.000000;16.577269;1.719931;0.000000;-1.836400;0.000000;0.000000;-2.820701;0.002314;-0.300000;0.300000;-10.959265;0.000000;-153.834763;48.376672;-4.491242;171.455194;16.577269;153.834763;
56.988902;83.737192;-1.743563;-1.114317;1.103969;-0.009480;-0.184686;0.257241;0.000000;0.000000;15.858966;1.522841;0.000000;-1.212919;0.000000;0.000000;-70.895990;0.079981;-0.300000;0.300000;-10.581714;0.000000;-153.845653;48.376671;-4.491242;182.747656;15.858966;153.845653;
57.009357;83.747146;-1.763833;-1.114511;1.103628;-0.009605;-0.179424;0.201372;0.000000;0.000000;16.972202;1.547644;0.000000;-1.870473;0.000000;0.000000;-66.712179;0.068171;-0.300000;0.300000;-10.280224;0.000000;-153.856764;48.376671;-4.491242;181.326510;16.972202;153.856764;
57.029784;83.757079;-1.784071;-1.114707;1.103006;-0.009603;-0.175310;0.179978;0.000000;0.000000;16.350959;1.577678;0.000000;-1.332312;0.000000;0.000000;-53.543898;0.054630;-0.300000;0.300000;-10.044545;0.000000;-153.868005;48.376671;-4.491242;179.605691;16.350959;153.868005;
57.050194;83.766994;-1.804281;-1.114903;1.103447;-0.010050;-0.171637;0.024114;0.000000;0.000000;16.885037;1.446357;0.000000;-1.636491;0.000000;0.000000;-102.846777;0.119164;-0.300000;0.300000;-9.834083;0.000000;-153.879234;48.376671;-4.491242;187.129847;16.885037;153.879234;
57.070616;83.776916;-1.824515;-1.115108;1.101850;-0.009613;-0.171145;0.128221;0.000000;0.000000;15.880603;1.702944;0.000000;-1.422060;0.000000;0.000000;-8.295157;0.007286;-0.300000;0.300000;-9.805867;0.000000;-153.890994;48.376671;-4.491242;172.428468;15.880603;153.890994;
57.091022;83.786811;-1.844705;-1.115304;1.101972;-0.009923;-0.168528;0.012303;0.000000;0.000000;15.292159;1.462345;0.000000;-1.241201;0.000000;0.000000;-87.833980;0.110287;-0.300000;0.300000;-9.655949;0.000000;-153.902234;48.376670;-4.491242;186.213793;15.292159;153.902234;
57.111479;83.796728;-1.864950;-1.115507;1.101939;-0.010153;-0.168276;-0.080257;0.000000;0.000000;15.150348;1.481873;0.000000;-1.775167;0.000000;0.000000;-80.656648;0.099906;-0.300000;0.300000;-9.641528;0.000000;-153.913865;48.376670;-4.491241;185.094906;15.150348;153.913865;
57.131895;83.806620;-1.885155;-1.115715;1.101019;-0.009994;-0.169915;-0.056905;0.000000;0.000000;15.599157;1.610825;0.000000;-1.279485;-0.000000;0.000000;-39.467565;0.040325;-0.300000;0.300000;-9.735406;0.000000;-153.925741;48.376670;-4.491241;177.706509;15.599157;153.925741;
57.152317;83.816503;-1.905352;-1.115919;1.100081;-0.009836;-0.171077;-0.031108;0.000000;0.000000;15.215497;1.610460;0.000000;-1.158599;-0.000000;0.000000;-38.549457;0.040389;-0.300000;0.300000;-9.801991;0.000000;-153.937435;48.376670;-4.491241;177.727447;15.215497;153.937435;
57.172740;83.826374;-1.925534;-1.116120;1.098448;-0.009389;-0.171712;0.081465;0.000000;0.000000;16.341893;1.708669;0.000000;-1.351696;-0.000000;0.000000;-6.113363;0.005163;-0.300000;0.300000;-9.838391;0.000000;-153.948944;48.376670;-4.491241;172.100482;16.341893;153.948944;
57.193079;83.836186;-1.945605;-1.116311;1.096949;-0.009019;-0.170055;0.172646;0.000000;0.000000;15.774082;1.691405;0.000000;-1.540944;0.000000;0.000000;-11.820298;0.010620;-0.300000;0.300000;-9.743455;0.000000;-153.959886;48.376670;-4.491241;173.089626;15.774082;153.959886;
57.213404;83.845973;-1.965638;-1.116494;1.096026;-0.008910;-0.166546;0.186367;0.000000;0.000000;15.618809;1.613275;0.000000;-1.114371;0.000000;0.000000;-38.406663;0.039017;-0.300000;0.300000;-9.542401;0.000000;-153.970389;48.376669;-4.491241;177.566137;15.618809;153.970389;
57.233827;83.855796;-1.985752;-1.116676;1.095508;-0.008977;-0.162740;0.145958;0.000000;0.000000;16.139144;1.563110;0.000000;-1.576835;-0.000000;0.000000;-57.264749;0.060169;-0.300000;0.300000;-9.324319;0.000000;-153.980815;48.376669;-4.491241;180.440401;16.139144;153.980815;
57.254231;83.865602;-2.005839;-1.116859;1.095751;-0.009362;-0.159762;0.009877;0.000000;0.000000;16.386816;1.465307;0.000000;-1.741406;0.000000;0.000000;-92.544221;0.107874;-0.300000;0.300000;-9.153684;0.000000;-153.991309;48.376669;-4.491241;186.044106;16.386816;153.991309;
57.274571;83.875375;-2.025869;-1.117049;1.096069;-0.009759;-0.159561;-0.130073;0.000000;0.000000;15.079268;1.431048;0.000000;-1.391233;-0.000000;0.000000;-96.034038;0.126452;-0.300000;0.300000;-9.142174;0.000000;-154.002220;48.376669;-4.491240;188.007017;15.079268;154.002220;
57.294983;83.885182;-2.045978;-1.117249;1.096266;-0.010085;-0.162216;-0.248044;0.000000;0.000000;16.978643;1.479932;0.000000;-1.598179;0.000000;0.000000;-90.461190;0.100008;-0.300000;0.300000;-9.294300;0.000000;-154.013633;48.376669;-4.491240;185.206141;16.978643;154.013633;
57.315347;83.894964;-2.066046;-1.117454;1.095293;-0.009900;-0.167267;-0.211110;0.000000;0.000000;16.471434;1.624602;0.000000;-1.882061;0.000000;0.000000;-36.083863;0.034175;-0.300000;0.300000;-9.583709;0.000000;-154.025400;48.376668;-4.491240;176.917178;16.471434;154.025400;
57.335750;83.904751;-2.086135;-1.117656;1.094681;-0.009876;-0.171575;-0.217222;0.000000;0.000000;15.512463;1.568874;0.000000;-1.608737;-0.000000;0.000000;-52.775204;0.057192;-0.300000;0.300000;-9.830496;0.000000;-154.036974;48.376668;-4.491240;180.110148;15.512463;154.036974;
57.356166;83.914535;-2.106229;-1.117858;1.094463;-0.010019;-0.176009;-0.268697;0.000000;0.000000;15.707220;1.517069;0.000000;-1.622737;0.000000;0.000000;-70.976013;0.081067;-0.300000;0.300000;-10.084596;0.000000;-154.048527;48.376668;-4.491240;183.078323;15.707220;154.048527;
57.376583;83.924314;-2.126321;-1.118062;1.093661;-0.009908;-0.181495;-0.241007;0.000000;0.000000;15.396903;1.593940;0.000000;-1.124162;0.000000;0.000000;-43.842456;0.046285;-0.300000;0.300000;-10.398911;0.000000;-154.060247;48.376668;-4.491240;178.673983;15.396903;154.060247;
57.397008;83.934085;-2.146409;-1.118265;1.093917;-0.010248;-0.186418;-0.342240;0.000000;0.000000;15.522931;1.448294;0.000000;-1.111759;-0.000000;0.000000;-92.812328;0.116273;-0.300000;0.300000;-10.680964;0.000000;-154.071842;48.376668;-4.491240;187.018889;15.522931;154.071842;
57.417483;83.943878;-2.166552;-1.118474;1.092962;-0.010060;-0.193425;-0.283544;0.000000;0.000000;15.357814;1.614260;0.000000;-1.846490;0.000000;0.000000;-36.777938;0.037844;-0.300000;0.300000;-11.082440;0.000000;-154.083864;48.376668;-4.491239;177.509702;15.357814;154.083864;
57.437793;83.953580;-2.186518;-1.118679;1.091529;-0.009676;-0.199184;-0.162514;0.000000;0.000000;16.952942;1.685584;0.000000;-1.776181;0.000000;0.000000;-13.995519;0.011762;-0.300000;0.300000;-11.412397;0.000000;-154.095571;48.376667;-4.491239;173.423130;16.952942;154.095571;
57.458060;83.963245;-2.206418;-1.118875;1.091157;-0.009759;-0.202478;-0.174922;0.000000;0.000000;15.102539;1.531378;0.000000;-1.603043;-0.000000;0.000000;-63.250688;0.073728;-0.300000;0.300000;-11.601117;0.000000;-154.106808;48.376667;-4.491239;182.258532;15.102539;154.106808;
57.478323;83.972900;-2.226308;-1.119073;1.091064;-0.009954;-0.206022;-0.218617;0.000000;0.000000;15.467475;1.496768;0.000000;-1.377703;-0.000000;0.000000;-76.234619;0.090489;-0.300000;0.300000;-11.804197;0.000000;-154.118137;48.376667;-4.491239;184.241507;15.467475;154.118137;
57.498619;83.982566;-2.246231;-1.119275;1.091050;-0.010173;-0.210459;-0.267014;0.000000;0.000000;15.447210;1.485204;0.000000;-1.748500;-0.000000;0.000000;-79.894373;0.096251;-0.300000;0.300000;-12.058414;0.000000;-154.129713;48.376667;-4.491239;184.904096;15.447210;154.129713;
57.519051;83.992293;-2.266289;-1.119482;1.090477;-0.010147;-0.215915;-0.240546;0.000000;0.000000;16.154226;1.569680;0.000000;-1.346037;0.000000;0.000000;-54.035943;0.056040;-0.300000;0.300000;-12.370999;0.000000;-154.141622;48.376667;-4.491239;180.063938;16.154226;154.141622;
57.539466;84.002003;-2.286322;-1.119690;1.088885;-0.009689;-0.220826;-0.084739;0.000000;0.000000;16.602347;1.704170;0.000000;-1.450983;0.000000;0.000000;-6.552420;0.005455;-0.300000;0.300000;-12.652371;0.000000;-154.153491;48.376666;-4.491239;172.358267;16.602347;154.153491;
57.559900;84.011703;-2.306347;-1.119888;1.087202;-0.009214;-0.222557;0.077917;0.000000;0.000000;16.691860;1.715899;0.000000;-1.737448;-0.000000;0.000000;-2.204926;0.001792;-0.300000;0.300000;-12.751580;0.000000;-154.164834;48.376666;-4.491239;171.686252;16.691860;154.164834;
57.580317;84.021377;-2.326326;-1.120076;1.087200;-0.009472;-0.220966;0.025862;0.000000;0.000000;16.471832;1.499332;0.000000;-1.151996;0.000000;0.000000;-79.921126;0.088699;-0.300000;0.300000;-12.660430;0.000000;-154.175613;48.376666;-4.491238;184.094608;16.471832;154.175613;
57.600757;84.031057;-2.346329;-1.120269;1.086143;-0.009272;-0.220438;0.105785;0.000000;0.000000;16.167905;1.634198;0.000000;-1.742267;-0.000000;0.000000;-31.019187;0.029411;-0.300000;0.300000;-12.630143;0.000000;-154.186706;48.376666;-4.491238;176.367325;16.167905;154.186706;
57.621218;84.040734;-2.366335;-1.120459;1.086539;-0.009694;-0.218273;0.001748;0.000000;0.000000;15.294182;1.425295;0.000000;-1.172399;-0.000000;0.000000;-98.156955;0.127765;-0.300000;0.300000;-12.506126;0.000000;-154.197576;48.376666;-4.491238;188.336637;15.294182;154.197576;
57.641518;84.050335;-2.386193;-1.120656;1.085611;-0.009534;-0.218238;0.065697;0.000000;0.000000;15.971201;1.616849;0.000000;-1.231248;0.000000;0.000000;-36.575706;0.035952;-0.300000;0.300000;-12.504093;0.000000;-154.208851;48.376666;-4.491238;177.361373;15.971201;154.208851;
57.661954;84.059987;-2.406168;-1.120851;1.084372;-0.009250;-0.216895;0.164627;0.000000;0.000000;15.733259;1.656437;0.000000;-1.458845;0.000000;0.000000;-22.310032;0.021034;-0.300000;0.300000;-12.427171;0.000000;-154.220014;48.376665;-4.491238;175.093165;15.733259;154.220014;
57.682387;84.069623;-2.426119;-1.121040;1.083352;-0.009073;-0.213531;0.230486;0.000000;0.000000;16.906598;1.633782;0.000000;-1.259076;0.000000;0.000000;-32.303499;0.029276;-0.300000;0.300000;-12.234438;0.000000;-154.230844;48.376665;-4.491238;176.391173;16.906598;154.230844;
57.702791;84.079234;-2.446026;-1.121225;1.081969;-0.008748;-0.208828;0.335786;0.000000;0.000000;15.864586;1.677009;0.000000;-1.546614;0.000000;0.000000;-15.192896;0.013770;-0.300000;0.300000;-11.964977;0.000000;-154.241451;48.376665;-4.491238;173.914454;15.864586;154.241451;
57.723253;84.088855;-2.465966;-1.121404;1.081421;-0.008793;-0.201957;0.328680;0.000000;0.000000;16.509491;1.571586;0.000000;-1.537519;-0.000000;0.000000;-53.839864;0.054360;-0.300000;0.300000;-11.571309;0.000000;-154.251707;48.376665;-4.491237;179.954778;16.509491;154.251707;
57.743671;84.098447;-2.485854;-1.121583;1.081105;-0.008932;-0.195246;0.288267;0.000000;0.000000;16.831212;1.545153;0.000000;-1.540644;-0.000000;0.000000;-64.482975;0.066060;-0.300000;0.300000;-11.186798;0.000000;-154.261993;48.376665;-4.491237;181.469253;16.831212;154.261993;
57.764135;84.108055;-2.505783;-1.121766;1.080675;-0.009017;-0.189347;0.258902;0.000000;0.000000;16.621376;1.557310;0.000000;-1.718952;0.000000;0.000000;-59.232073;0.060485;-0.300000;0.300000;-10.848799;0.000000;-154.272467;48.376664;-4.491237;180.772696;16.621376;154.272467;
57.784570;84.117641;-2.525677;-1.121950;1.079810;-0.008911;-0.184057;0.281215;0.000000;0.000000;16.844265;1.614636;0.000000;-1.636939;-0.000000;0.000000;-38.909094;0.036309;-0.300000;0.300000;-10.545671;0.000000;-154.283023;48.376664;-4.491237;177.488187;16.844265;154.283023;
57.804997;84.127212;-2.545549;-1.122132;1.079806;-0.009174;-0.178312;0.191404;0.000000;0.000000;16.035952;1.494635;0.000000;-1.716850;0.000000;0.000000;-78.712382;0.090016;-0.300000;0.300000;-10.216549;0.000000;-154.293452;48.376664;-4.491237;184.363720;16.035952;154.293452;
57.825435;84.136785;-2.565434;-1.122320;1.078822;-0.009010;-0.174400;0.224078;0.000000;0.000000;15.909174;1.624093;0.000000;-1.206885;0.000000;0.000000;-33.328284;0.032481;-0.300000;0.300000;-9.992412;0.000000;-154.304195;48.376664;-4.491237;176.946351;15.909174;154.304195;
