0.000191;48.376687;-4.492376;21.245339;9.700000;21.245065;186.944688;16.238206;
0.020685;48.376688;-4.492375;21.274698;9.699410;21.245339;183.567060;16.541490;
0.040871;48.376689;-4.492375;21.304338;9.637154;21.274698;182.515192;16.648843;
0.061273;48.376690;-4.492375;21.335049;9.577013;21.304338;176.859603;16.965127;
0.081676;48.376690;-4.492374;21.366837;9.518475;21.335049;181.652274;15.658240;
0.102062;48.376691;-4.492374;21.399178;9.459047;21.366837;187.337651;15.008291;
0.122456;48.376692;-4.492373;21.431703;9.399033;21.399178;184.239555;16.662456;
0.142784;48.376693;-4.492373;21.464665;9.341336;21.431703;184.352995;15.853881;
0.163118;48.376694;-4.492372;21.498038;9.284198;21.464665;180.055112;16.111776;
0.183487;48.376694;-4.492372;21.532114;9.228873;21.498038;187.525426;16.980008;
0.203892;48.376695;-4.492371;21.566565;9.173057;21.532114;185.289111;16.308317;
0.224293;48.376696;-4.492371;21.601360;9.118101;21.566565;178.777856;15.075137;
0.244692;48.376697;-4.492370;21.636646;9.064551;21.601360;183.377597;16.231282;
0.265111;48.376698;-4.492370;21.672370;9.011481;21.636646;181.502390;15.339007;
0.285555;48.376698;-4.492369;21.708500;8.958984;21.672370;173.947100;16.879309;
0.305974;48.376699;-4.492369;21.745541;8.909541;21.708500;174.005820;16.843608;
0.326390;48.376700;-4.492368;21.783474;8.860797;21.745541;184.748759;15.300349;
0.346721;48.376701;-4.492368;21.821333;8.809687;21.783474;173.419170;15.948371;
0.367172;48.376702;-4.492367;21.860142;8.762016;21.821333;177.623890;15.173203;
0.387610;48.376702;-4.492367;21.899307;8.713450;21.860142;177.009178;16.615301;
0.408006;48.376703;-4.492366;21.939003;8.666559;21.899307;186.545215;16.272668;
0.428427;48.376704;-4.492366;21.978776;8.618199;21.939003;183.162496;16.780531;
0.448828;48.376705;-4.492366;22.018791;8.571419;21.978776;174.757681;16.192754;
0.469250;48.376705;-4.492365;22.059463;8.526648;22.018791;186.511610;15.378992;
0.489670;48.376706;-4.492365;22.100007;8.479623;22.059463;178.785257;15.943920;
0.510091;48.376707;-4.492364;22.140909;8.435078;22.100007;172.227820;15.264964;
0.530512;48.376708;-4.492364;22.182349;8.391863;22.140909;184.497685;16.086770;
0.550934;48.376708;-4.492363;22.223831;8.347364;22.182349;173.306397;15.693839;
0.571333;48.376709;-4.492363;22.265801;8.305368;22.223831;173.913908;15.280179;
0.591781;48.376710;-4.492362;22.308286;8.263575;22.265801;182.930976;16.788293;
0.612250;48.376710;-4.492362;22.350996;8.221367;22.308286;174.998591;16.220346;
0.632672;48.376711;-4.492361;22.394102;8.180910;22.350996;181.781437;15.660653;
0.653080;48.376712;-4.492361;22.437230;8.139408;22.394102;185.834104;16.125684;
0.673485;48.376713;-4.492361;22.480252;8.097863;22.437230;182.004191;16.946426;
0.693895;48.376713;-4.492360;22.523514;8.058106;22.480252;185.115812;16.250528;
0.714318;48.376714;-4.492360;22.566756;8.017784;22.523514;174.818466;16.538211;
0.734737;48.376715;-4.492359;22.610526;7.980185;22.566756;184.511570;15.507354;
0.755182;48.376715;-4.492359;22.654216;7.940536;22.610526;181.245082;15.132279;
0.775575;48.376716;-4.492358;22.697780;7.901759;22.654216;171.947517;16.780848;
0.795978;48.376717;-4.492358;22.742061;7.866316;22.697780;183.645160;15.129898;
0.816377;48.376717;-4.492358;22.786172;7.828052;22.742061;181.650201;15.136547;
0.836797;48.376718;-4.492357;22.830275;7.790644;22.786172;188.488083;15.260894;
0.857218;48.376719;-4.492357;22.873998;7.752343;22.830275;172.620625;16.219526;
0.877618;48.376720;-4.492356;22.918247;7.718139;22.873998;187.498732;15.081139;
0.898051;48.376720;-4.492356;22.962213;7.680856;22.918247;176.199366;15.186613;
0.918458;48.376721;-4.492355;23.006354;7.646166;22.962213;180.826543;15.215970;
0.938880;48.376722;-4.492355;23.050533;7.611101;23.006354;176.273648;16.083743;
0.959301;48.376722;-4.492355;23.095076;7.577808;23.050533;179.762507;16.703416;
0.979679;48.376723;-4.492354;23.139795;7.544606;23.095076;175.086326;16.626548;
1.000103;48.376723;-4.492354;23.185096;7.512728;23.139795;188.206787;16.376836;
1.020524;48.376724;-4.492353;23.230123;7.478296;23.185096;179.995791;16.864863;
1.040952;48.376725;-4.492353;23.275432;7.446298;23.230123;187.113382;16.621475;
1.061401;48.376725;-4.492352;23.320617;7.412992;23.275432;185.516396;16.150991;
1.081806;48.376726;-4.492352;23.365572;7.380140;23.320617;182.094564;15.621338;
1.102228;48.376727;-4.492352;23.410547;7.348143;23.365572;185.825489;15.436692;
1.122623;48.376727;-4.492351;23.455233;7.315633;23.410547;171.482810;15.272535;
1.142956;48.376728;-4.492351;23.500207;7.286053;23.455233;178.044753;15.791540;
1.163345;48.376729;-4.492350;23.545507;7.256100;23.500207;175.178462;16.404842;
1.183739;48.376729;-4.492350;23.591249;7.227323;23.545507;175.441500;15.354917;
1.204181;48.376730;-4.492350;23.637320;7.198126;23.591249;183.916484;15.330357;
