0.000191;5.729359;0.000000;-21.245339;
0.020685;5.699483;0.000000;-21.274698;
0.040871;4.928785;0.000000;-21.304338;
0.061273;3.430736;0.000000;-21.335049;
0.081676;1.150966;0.000000;-21.366837;
0.102062;-1.712809;0.000000;-21.399178;
0.122456;-4.984549;0.000000;-21.431703;
0.142784;-8.699259;0.000000;-21.464665;
0.163118;-12.757814;0.000000;-21.498038;
0.183487;-17.165462;0.000000;-21.532114;
0.203892;-21.748594;0.000000;-21.566565;
0.224293;-26.426405;0.000000;-21.601360;
0.244692;-31.156920;0.000000;-21.636646;
0.265111;-35.836802;0.000000;-21.672370;
0.285555;-40.374382;0.000000;-21.708500;
0.305974;-44.826290;0.000000;-21.745541;
0.326390;-49.104850;0.000000;-21.783474;
0.346721;-52.946546;0.000000;-21.821333;
0.367172;-56.464175;0.000000;-21.860142;
0.387610;-59.513988;0.000000;-21.899307;
0.408006;-62.094372;0.000000;-21.939003;
0.428427;-64.096194;0.000000;-21.978776;
0.448828;-65.538433;0.000000;-22.018791;
0.469250;-66.464953;0.000000;-22.059463;
0.489670;-66.786274;0.000000;-22.100007;
0.510091;-66.578303;0.000000;-22.140909;
0.530512;-65.887103;0.000000;-22.182349;
0.550934;-64.687300;0.000000;-22.223831;
0.571333;-63.080503;0.000000;-22.265801;
0.591781;-61.093892;0.000000;-22.308286;
0.612250;-58.749726;0.000000;-22.350996;
0.632672;-56.158021;0.000000;-22.394102;
0.653080;-53.310998;0.000000;-22.437230;
0.673485;-50.243785;0.000000;-22.480252;
0.693895;-47.075963;0.000000;-22.523514;
0.714318;-43.820550;0.000000;-22.566756;
0.734737;-40.660862;0.000000;-22.610526;
0.755182;-37.517445;0.000000;-22.654216;
0.775575;-34.485857;0.000000;-22.697780;
0.795978;-31.778608;0.000000;-22.742061;
0.816377;-29.241916;0.000000;-22.786172;
0.836797;-26.940264;0.000000;-22.830275;
0.857218;-24.825409;0.000000;-22.873998;
0.877618;-23.179186;0.000000;-22.918247;
0.898051;-21.770440;0.000000;-22.962213;
0.918458;-20.776337;0.000000;-23.006354;
0.938880;-20.140519;0.000000;-23.050533;
0.959301;-19.962305;0.000000;-23.095076;
0.979679;-20.207667;0.000000;-23.139795;
1.000103;-20.920095;0.000000;-23.185096;
1.020524;-21.865914;0.000000;-23.230123;
1.040952;-23.165706;0.000000;-23.275432;
1.061401;-24.666004;0.000000;-23.320617;
1.081806;-26.335278;0.000000;-23.365572;
1.102228;-28.169839;0.000000;-23.410547;
1.122623;-30.067916;0.000000;-23.455233;
1.142956;-32.158154;0.000000;-23.500207;
1.163345;-34.351162;0.000000;-23.545507;
1.183739;-36.655572;0.000000;-23.591249;
1.204181;-38.979312;0.000000;-23.637320;
1.224613;-41.171673;0.000000;-23.683179;
1.245015;-43.203487;0.000000;-23.728832;
1.265435;-45.136352;0.000000;-23.774791;
1.285767;-46.867919;0.000000;-23.820546;
1.306169;-48.357083;0.000000;-23.866314;
1.326590;-49.636813;0.000000;-23.912271;
1.346894;-50.645502;0.000000;-23.957923;
1.367312;-51.399365;0.000000;-24.003859;
1.387598;-51.934015;0.000000;-24.049792;
1.408063;-52.284349;0.000000;-24.096570;
1.428473;-52.333750;0.000000;-24.143052;
1.448871;-52.102734;0.000000;-24.189391;
1.469292;-51.681383;0.000000;-24.236092;
1.489617;-51.069825;0.000000;-24.282768;
1.509913;-50.276378;0.000000;-24.329503;
1.530225;-49.248662;0.000000;-24.376008;
1.550521;-48.070760;0.000000;-24.422516;
1.570784;-46.809967;0.000000;-24.469176;
1.591073;-45.511780;0.000000;-24.516216;
1.611391;-44.146882;0.000000;-24.563352;
1.631709;-42.671210;0.000000;-24.610158;
1.652091;-41.115004;0.000000;-24.656817;
1.672391;-39.689304;0.000000;-24.703775;
1.692653;-38.277325;0.000000;-24.750489;
1.712951;-37.018206;0.000000;-24.797652;
1.733325;-35.862047;0.000000;-24.845041;
1.753699;-34.888502;0.000000;-24.892711;
1.774033;-33.994852;0.000000;-24.940066;
1.794332;-33.181780;0.000000;-24.987078;
1.814648;-32.479772;0.000000;-25.033965;
1.835047;-31.916331;0.000000;-25.080963;
1.855370;-31.602165;0.000000;-25.128103;
1.875709;-31.498898;0.000000;-25.175453;
1.896039;-31.534225;0.000000;-25.222678;
1.916411;-31.773617;0.000000;-25.270180;
1.936721;-32.152357;0.000000;-25.317506;
1.957113;-32.697046;0.000000;-25.365134;
1.977504;-33.430358;0.000000;-25.413022;
1.997791;-34.230454;0.000000;-25.460538;
2.018084;-35.065191;0.000000;-25.507872;
2.038375;-36.010518;0.000000;-25.555392;
2.058693;-37.038099;0.000000;-25.603129;
2.078987;-38.103910;0.000000;-25.650881;
2.099297;-39.126479;0.000000;-25.698482;
2.119577;-40.083718;0.000000;-25.745827;
2.139870;-41.073644;0.000000;-25.793506;
2.160220;-42.080377;0.000000;-25.841626;
2.180607;-43.095545;0.000000;-25.890184;
2.201004;-44.063388;0.000000;-25.938957;
2.221409;-44.915997;0.000000;-25.987701;
2.241805;-45.600419;0.000000;-26.036196;
2.262109;-46.249546;0.000000;-26.084926;
2.282433;-46.807017;0.000000;-26.133909;
2.302699;-47.188773;0.000000;-26.182591;
2.323005;-47.505799;0.000000;-26.231750;
2.343314;-47.722482;0.000000;-26.281129;
2.363733;-47.763802;0.000000;-26.330614;
2.384117;-47.647764;0.000000;-26.379930;
2.404521;-47.367865;0.000000;-26.429145;
2.424816;-46.976669;0.000000;-26.478151;
2.445336;-46.453656;0.000000;-26.527620;
2.465744;-45.785916;0.000000;-26.576575;
2.486076;-44.995907;0.000000;-26.625141;
2.506495;-44.105979;0.000000;-26.673758;
2.526825;-43.131442;0.000000;-26.721955;
2.547109;-42.165878;0.000000;-26.770184;
2.567264;-41.294362;0.000000;-26.818526;
2.587598;-40.429991;0.000000;-26.867296;
2.607921;-39.649809;0.000000;-26.916267;
2.628244;-39.034920;0.000000;-26.965758;
2.648571;-38.555301;0.000000;-27.015582;
2.668967;-38.110471;0.000000;-27.065437;
2.689287;-37.646036;0.000000;-27.114695;
2.709662;-37.335974;0.000000;-27.164406;
2.730075;-37.170568;0.000000;-27.214459;
2.750430;-37.126032;0.000000;-27.264517;
2.770829;-37.187806;0.000000;-27.314768;
2.791145;-37.298536;0.000000;-27.364683;
2.811473;-37.536436;0.000000;-27.414844;
2.831802;-37.916499;0.000000;-27.465313;
2.852127;-38.319966;0.000000;-27.515620;
2.872450;-38.815614;0.000000;-27.566103;
2.892830;-39.351393;0.000000;-27.616728;
2.913236;-39.887975;0.000000;-27.667306;
2.933659;-40.356496;0.000000;-27.717569;
2.953984;-40.892281;0.000000;-27.767881;
2.974271;-41.412627;0.000000;-27.818066;
2.994777;-42.019860;0.000000;-27.869230;
3.015238;-42.702922;0.000000;-27.920746;
3.035660;-43.308270;0.000000;-27.971999;
3.055994;-43.882294;0.000000;-28.023128;
3.076182;-44.357762;0.000000;-28.073730;
3.096419;-44.751484;0.000000;-28.124382;
3.116816;-45.025458;0.000000;-28.175206;
3.137180;-45.145435;0.000000;-28.225594;
3.157503;-45.214959;0.000000;-28.276017;
3.177885;-45.246508;0.000000;-28.326771;
3.198212;-45.213750;0.000000;-28.377439;
3.218451;-45.189547;0.000000;-28.428262;
3.238738;-45.088673;0.000000;-28.479158;
3.259107;-44.912900;0.000000;-28.530204;
3.279432;-44.598229;0.000000;-28.580752;
3.299855;-44.248194;0.000000;-28.631623;
3.320264;-43.815299;0.000000;-28.682261;
3.340682;-43.367662;0.000000;-28.733008;
3.361138;-42.909403;0.000000;-28.783901;
3.381548;-42.414421;0.000000;-28.834559;
3.401897;-41.937496;0.000000;-28.885148;
3.422229;-41.544573;0.000000;-28.936031;
3.442514;-41.111337;0.000000;-28.986533;
3.462833;-40.707038;0.000000;-29.037143;
3.483122;-40.355127;0.000000;-29.087763;
3.503384;-40.013789;0.000000;-29.138192;
3.523677;-39.729213;0.000000;-29.188756;
3.544071;-39.536444;0.000000;-29.239769;
3.564372;-39.346146;0.000000;-29.290333;
3.584760;-39.297857;0.000000;-29.341505;
3.605164;-39.289872;0.000000;-29.392657;
3.625475;-39.460450;0.000000;-29.444124;
3.645873;-39.673243;0.000000;-29.495784;
3.666230;-39.873447;0.000000;-29.547102;
3.686580;-40.193372;0.000000;-29.598765;
3.707051;-40.609291;0.000000;-29.651018;
3.727473;-40.999845;0.000000;-29.702943;
3.747798;-41.445220;0.000000;-29.754821;
3.768223;-41.808294;0.000000;-29.806566;
3.788623;-42.219057;0.000000;-29.858489;
3.809006;-42.573659;0.000000;-29.910180;
3.829411;-42.960419;0.000000;-29.962164;
3.849836;-43.388089;0.000000;-30.014509;
3.870264;-43.809669;0.000000;-30.066986;
3.890680;-44.188748;0.000000;-30.119429;
3.911024;-44.551647;0.000000;-30.171838;
3.931448;-44.964029;0.000000;-30.224926;
3.951776;-45.289764;0.000000;-30.277636;
3.972093;-45.533109;0.000000;-30.330226;
3.992479;-45.653891;0.000000;-30.382723;
4.012801;-45.711340;0.000000;-30.435076;
4.033204;-45.656143;0.000000;-30.487418;
4.053615;-45.601253;0.000000;-30.540086;
4.074041;-45.428594;0.000000;-30.592516;
4.094483;-45.266512;0.000000;-30.645304;
4.114895;-45.023589;0.000000;-30.697860;
4.135324;-44.738392;0.000000;-30.750461;
4.155720;-44.494989;0.000000;-30.803342;
4.176165;-44.241512;0.000000;-30.856432;
4.196579;-44.020299;0.000000;-30.909692;
4.216986;-43.800911;0.000000;-30.963012;
4.237410;-43.535581;0.000000;-31.016209;
4.257751;-43.342219;0.000000;-31.069535;
4.278147;-43.186511;0.000000;-31.123179;
4.298548;-43.063662;0.000000;-31.176963;
4.318893;-42.900293;0.000000;-31.230376;
4.339269;-42.766316;0.000000;-31.283958;
